 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min, Fwd PSH Flags, Fwd URG Flags, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward, Active Mean, Active Std, Active Max, Active Min, Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,41376759,20,6,20840,6186,184,10,1042.0,175.737,752,30,1031.0,200.034,653.169,0.628,1591413.808,0,35575293,2771,41376759,0,0,0,0,0,0,0,0,0,0,0,400,120,0.483,0.145,24,1327,154.851,9.204,139851.438,0,0,0,1,1,0,0,0,0.3,169.25,709.937,315.83,400,20,20840,6,6186,65535,65535,19,20,0,0,0,0,0,0,0,0,BENIGN
3389,27669169,189,115,162162,82455,939,37,858.0,230.233,123,37,717.0,237.872,8840.779,182.866,91017.003,0,7912982,2739,27669169,0,0,0,0,0,0,0,0,0,0,0,3780,2300,6.831,4.156,44,133,659.503,71.44,249955.882,0,1,0,1,1,0,0,0,0.61,398.186,461.392,363.28,3780,189,162162,115,82455,29200,229,188,32,0,0,0,0,0,0,0,0,FTP-Patator
993,29883448,32,17,12928,17629,1161,7,404.0,378.909,1000,4,1037.0,396.226,1022.539,1.64,609866.286,0,16962683,2094,29883448,0,0,0,0,0,0,0,0,0,0,0,640,340,1.071,0.569,50,205,140.846,444.935,89251.284,0,0,0,1,0,0,0,0,0.53,107.468,794.005,356.891,640,32,12928,17,17629,8192,65535,31,20,0,0,0,0,0,0,0,0,BENIGN
23,22015009,358,103,434970,108974,499,30,1215.0,106.459,52,6,1058.0,159.041,24707.871,728.712,47754.9,0,7867781,4169,22015009,0,0,0,0,0,0,0,0,0,0,0,7160,2060,16.262,4.679,54,1308,284.48,53.134,72850.303,0,0,0,0,1,0,0,0,0.29,824.404,594.235,569.909,7160,358,434970,103,108974,65535,229,357,32,0,0,0,0,0,0,0,0,DoS Hulk
22,96376190,276,176,185472,109824,690,29,672.0,27.572,835,16,624.0,179.975,3063.993,157.943,213221.659,0,34443329,929,96376190,0,0,0,0,0,0,0,0,0,0,0,5520,3520,2.864,1.826,8,565,475.3,483.741,222187.148,0,1,0,1,0,0,0,0,0.64,432.421,485.125,715.702,5520,276,185472,176,109824,8192,229,275,32,0,0,0,0,0,0,0,0,DoS GoldenEye
23,82008493,248,48,42904,10080,497,6,173.0,91.026,137,20,210.0,34.502,646.079,65.311,277055.72,0,10216267,3183,82008493,0,0,0,0,0,0,0,0,0,0,0,4960,960,3.024,0.585,33,786,124.17,348.721,204978.543,0,1,0,1,0,0,0,0,0.19,538.674,423.617,321.589,4960,248,42904,48,10080,29200,-1,247,20,0,0,0,0,0,0,0,0,DoS GoldenEye
22,7030965,121,134,152218,179962,721,22,1258.0,49.756,1008,15,1343.0,239.603,47245.293,838.898,27572.412,0,992674,1756,7030965,0,0,0,0,0,0,0,0,0,0,0,2420,2680,17.21,19.059,13,325,44.082,67.06,192064.233,0,1,0,0,0,0,0,0,1.11,876.535,265.463,267.22,2420,121,152218,134,179962,-1,-1,120,32,0,0,0,0,0,0,0,0,PortScan
443,81670848,54,0,22194,0,1296,26,411.0,308.405,1099,2,0.0,45.567,271.749,0.661,1512423.111,0,29877074,1461,81670848,0,0,0,0,0,0,0,0,0,0,0,1080,0,0.661,0.0,41,161,108.375,53.419,62717.922,0,0,0,1,1,0,0,0,0.0,346.921,868.886,539.659,1080,54,22194,0,0,8192,-1,53,32,0,0,0,0,0,0,0,0,BENIGN
8080,49461326,44,27,43516,32994,1273,40,989.0,169.145,147,37,1222.0,336.282,1546.865,1.435,696638.394,0,39104358,3877,49461326,0,0,0,0,0,0,0,0,0,0,0,880,540,0.89,0.546,0,367,57.394,253.802,78527.442,0,0,0,1,1,0,0,0,0.61,824.305,119.716,138.41,880,44,43516,27,32994,8192,-1,43,20,0,0,0,0,0,0,0,0,BENIGN
53,109158681,32,15,24576,10710,319,19,768.0,360.82,800,15,714.0,123.742,323.254,0.431,2322525.128,0,78731056,202,109158681,0,0,0,0,0,0,0,0,0,0,0,640,300,0.293,0.137,1,1450,297.902,308.523,65795.25,0,0,0,0,1,0,0,0,0.47,365.114,237.456,116.696,640,32,24576,15,10710,65535,-1,31,20,0,0,0,0,0,0,0,0,BENIGN
445,34433206,17,154,22950,209902,1175,26,1350.0,187.549,1099,22,1363.0,112.523,6762.426,118.021,201363.778,0,31157477,438,34433206,0,0,0,0,0,0,0,0,0,0,0,340,3080,0.494,4.472,59,1058,378.093,160.851,240072.323,0,1,0,1,0,0,0,0,9.06,347.529,254.791,177.828,340,17,22950,154,209902,65535,-1,16,32,0,0,0,0,0,0,0,0,SSH-Patator
80,13673939,42,39,44688,4992,824,28,1064.0,208.187,76,38,128.0,58.703,3633.189,5.924,168814.062,0,5784841,1019,13673939,0,0,0,0,0,0,0,0,0,0,0,840,780,3.072,2.852,43,242,508.649,82.259,176659.807,0,0,0,1,0,0,0,0,0.93,438.583,736.864,333.618,840,42,44688,39,4992,8192,229,41,32,0,0,0,0,0,0,0,0,BENIGN
23,8537459,286,225,72930,289125,719,9,255.0,359.647,134,13,1285.0,361.897,42407.817,1429.715,16707.356,0,1768048,618,8537459,0,0,0,0,0,0,0,0,0,0,0,5720,4500,33.499,26.354,50,1251,506.917,468.09,123004.584,0,1,0,0,0,0,0,0,0.79,463.604,320.756,609.553,5720,286,72930,225,289125,8192,65535,285,32,0,0,0,0,0,0,0,0,DoS GoldenEye
8080,72366250,15,10,5445,6470,784,24,363.0,26.668,595,30,647.0,388.629,164.649,0.345,2894650.0,0,35853596,2503,72366250,0,0,0,0,0,0,0,0,0,0,0,300,200,0.207,0.138,6,235,121.668,74.481,249465.486,0,0,0,0,1,0,0,0,0.67,899.461,857.154,408.46,300,15,5445,10,6470,8192,229,14,20,0,0,0,0,0,0,0,0,BENIGN
123,17300332,43,19,27477,5225,1086,29,639.0,196.988,826,35,275.0,262.396,1890.253,3.584,279037.613,0,11795840,3134,17300332,0,0,0,0,0,0,0,0,0,0,0,860,380,2.486,1.098,2,585,896.341,453.945,163448.58,0,0,0,1,0,0,0,0,0.44,775.43,283.359,732.063,860,43,27477,19,5225,8192,235,42,32,0,0,0,0,0,0,0,0,BENIGN
80,72818123,54,48,26784,26928,881,23,496.0,144.637,197,36,561.0,274.247,737.619,1.401,713903.167,0,65746263,3566,72818123,0,0,0,0,0,0,0,0,0,0,0,1080,960,0.742,0.659,34,1105,796.607,34.903,89462.543,0,0,0,0,0,0,0,0,0.89,467.72,262.505,231.776,1080,54,26784,48,26928,-1,235,53,20,0,0,0,0,0,0,0,0,BENIGN
443,93723200,22,17,28072,18581,253,6,1276.0,143.705,192,34,1093.0,200.638,497.774,0.416,2403158.974,0,62230272,1987,93723200,0,0,0,0,0,0,0,0,0,0,0,440,340,0.235,0.181,23,625,775.123,432.933,180020.557,0,0,0,0,0,0,0,0,0.77,626.175,635.566,223.528,440,22,28072,17,18581,65535,235,21,32,0,0,0,0,0,0,0,0,BENIGN
80,116481068,24,34,16992,16048,1180,37,708.0,29.718,195,12,472.0,359.45,283.651,0.498,2008294.276,0,48839189,4099,116481068,0,0,0,0,0,0,0,0,0,0,0,480,680,0.206,0.292,30,88,207.731,317.563,15383.524,0,0,0,0,0,0,0,0,1.42,693.4,873.013,750.405,480,24,16992,34,16048,8192,235,23,20,0,0,0,0,0,0,0,0,BENIGN
443,110647007,56,40,78904,47280,732,4,1409.0,130.172,449,18,1182.0,192.56,1140.419,0.868,1152572.99,0,72241595,484,110647007,0,0,0,0,0,0,0,0,0,0,0,1120,800,0.506,0.362,3,186,438.147,364.317,144618.01,0,0,0,1,0,0,0,0,0.71,893.474,354.219,99.492,1120,56,78904,40,47280,8192,65535,55,32,0,0,0,0,0,0,0,0,BENIGN
8080,74215092,18,41,20088,59614,328,13,1116.0,58.524,1077,5,1454.0,319.474,1073.933,0.795,1257882.915,0,57994210,353,74215092,0,0,0,0,0,0,0,0,0,0,0,360,820,0.243,0.552,3,895,844.116,68.756,221079.178,0,0,0,0,0,0,0,0,2.28,775.053,472.126,133.345,360,18,20088,41,59614,65535,65535,17,32,0,0,0,0,0,0,0,0,BENIGN
443,107578687,34,17,5610,18547,311,35,165.0,369.18,436,22,1091.0,15.8,224.552,0.474,2109386.02,0,90812866,2984,107578687,0,0,0,0,0,0,0,0,0,0,0,680,340,0.316,0.158,11,674,829.96,107.399,134137.961,0,0,0,1,0,0,0,0,0.5,810.29,463.004,586.649,680,34,5610,17,18547,29200,235,33,20,0,0,0,0,0,0,0,0,BENIGN
8080,74768929,23,45,29923,61920,903,5,1301.0,118.318,1026,9,1376.0,139.725,1228.358,0.909,1099543.074,0,24616042,2792,74768929,0,0,0,0,0,0,0,0,0,0,0,460,900,0.308,0.602,14,539,727.739,417.212,115797.572,0,0,0,0,1,0,0,0,1.96,736.889,621.047,408.653,460,23,29923,45,61920,65535,-1,22,32,0,0,0,0,0,0,0,0,BENIGN
8080,50124391,8,40,1528,8800,168,23,191.0,124.401,1090,16,220.0,8.335,206.047,0.958,1044258.146,0,8628890,528,50124391,0,0,0,0,0,0,0,0,0,0,0,160,800,0.16,0.798,43,1103,244.494,187.335,241961.58,0,0,0,0,1,0,0,0,5.0,760.832,61.105,151.469,160,8,1528,40,8800,29200,235,7,32,0,0,0,0,0,0,0,0,BENIGN
993,58561703,9,27,11070,9126,1162,31,1230.0,109.907,289,17,338.0,348.148,344.867,0.615,1626713.972,0,38566949,4768,58561703,0,0,0,0,0,0,0,0,0,0,0,180,540,0.154,0.461,56,662,751.524,325.877,10421.035,0,0,0,0,0,0,0,0,3.0,756.81,174.097,702.163,180,9,11070,27,9126,-1,-1,8,20,0,0,0,0,0,0,0,0,BENIGN
443,70197098,49,41,22344,33251,1089,19,456.0,77.567,139,14,811.0,86.776,791.984,1.282,779967.756,0,18565166,262,70197098,0,0,0,0,0,0,0,0,0,0,0,980,820,0.698,0.584,32,228,883.256,271.36,89648.636,0,0,0,1,1,0,0,0,0.84,848.842,376.398,519.081,980,49,22344,41,33251,65535,-1,48,32,0,0,0,0,0,0,0,0,BENIGN
443,77793264,57,22,7467,13684,1387,24,131.0,372.043,150,35,622.0,266.896,271.887,1.016,984724.861,0,72503427,272,77793264,0,0,0,0,0,0,0,0,0,0,0,1140,440,0.733,0.283,8,393,890.661,252.623,97196.817,0,0,0,0,0,0,0,0,0.39,602.087,566.981,892.352,1140,57,7467,22,13684,65535,229,56,20,0,0,0,0,0,0,0,0,BENIGN
80,106019239,32,2,15296,2028,483,7,478.0,162.434,193,37,1014.0,232.359,163.404,0.321,3118212.912,0,29401650,348,106019239,0,0,0,0,0,0,0,0,0,0,0,640,40,0.302,0.019,44,992,189.376,344.919,154383.494,0,0,0,1,1,0,0,0,0.06,443.077,77.613,357.428,640,32,15296,2,2028,8192,235,31,32,0,0,0,0,0,0,0,0,BENIGN
993,15740928,10,21,11270,1491,1034,39,1127.0,320.847,970,25,71.0,116.638,810.689,1.969,507771.871,0,7251843,4420,15740928,0,0,0,0,0,0,0,0,0,0,0,200,420,0.635,1.334,39,503,67.352,6.696,116180.052,0,0,0,0,0,0,0,0,2.1,115.81,798.63,233.523,200,10,11270,21,1491,8192,235,9,32,0,0,0,0,0,0,0,0,BENIGN
123,3456643,36,23,38844,6118,893,29,1079.0,74.735,416,7,266.0,311.82,13007.418,17.069,58587.169,0,1857340,767,3456643,0,0,0,0,0,0,0,0,0,0,0,720,460,10.415,6.654,34,1051,343.959,48.827,23085.467,0,0,0,1,0,0,0,0,0.64,684.311,734.161,452.756,720,36,38844,23,6118,65535,229,35,20,0,0,0,0,0,0,0,0,BENIGN
53,69014540,47,15,45073,13335,1059,25,959.0,5.441,857,14,889.0,350.807,846.314,0.898,1113137.742,0,58399441,3853,69014540,0,0,0,0,0,0,0,0,0,0,0,940,300,0.681,0.217,23,1416,684.305,385.611,53476.451,0,0,0,1,1,0,0,0,0.32,716.85,288.472,182.755,940,47,45073,15,13335,-1,-1,46,20,0,0,0,0,0,0,0,0,BENIGN
993,114249286,6,33,2004,4125,596,32,334.0,129.6,1400,19,125.0,75.243,53.646,0.341,2929468.872,0,59668068,4576,114249286,0,0,0,0,0,0,0,0,0,0,0,120,660,0.053,0.289,14,1283,135.105,330.465,2553.239,0,0,0,1,0,0,0,0,5.5,306.128,680.445,569.617,120,6,2004,33,4125,8192,65535,5,20,0,0,0,0,0,0,0,0,BENIGN
445,99809360,78,32,87672,28576,1086,35,1124.0,358.521,83,33,893.0,111.068,1164.7,3.792,907357.818,0,83042423,3073,99809360,0,0,0,0,0,0,0,0,0,0,0,1560,640,0.781,0.321,16,1031,104.647,354.175,37968.286,0,1,0,0,0,0,0,0,0.41,309.224,770.333,887.293,1560,78,87672,32,28576,29200,-1,77,20,0,0,0,0,0,0,0,0,PortScan
22,93511514,391,28,144670,12208,293,13,370.0,143.016,212,32,436.0,188.456,1677.633,137.029,223177.838,0,46450625,3634,93511514,0,0,0,0,0,0,0,0,0,0,0,7820,560,4.181,0.299,47,288,463.894,482.636,210880.622,0,1,0,0,0,0,0,0,0.07,525.885,493.118,186.141,7820,391,144670,28,12208,29200,-1,390,20,0,0,0,0,0,0,0,0,SSH-Patator
21,82422922,13,166,2314,131970,219,23,178.0,338.864,1079,22,795.0,252.852,1629.207,51.647,460463.251,0,32002072,3326,82422922,0,0,0,0,0,0,0,0,0,0,0,260,3320,0.158,2.014,37,1256,265.263,112.457,203854.301,0,0,0,1,0,0,0,0,12.77,654.678,322.906,450.197,260,13,2314,166,131970,65535,-1,12,20,0,0,0,0,0,0,0,0,DDoS
443,93935402,17,31,7854,11470,994,39,462.0,145.429,47,17,370.0,106.651,205.716,0.511,1956987.542,0,1170735,922,93935402,0,0,0,0,0,0,0,0,0,0,0,340,620,0.181,0.33,45,1122,866.291,235.047,190371.147,0,0,0,0,1,0,0,0,1.82,186.339,468.057,152.394,340,17,7854,31,11470,29200,-1,16,32,0,0,0,0,0,0,0,0,BENIGN
123,9442378,52,16,28496,1664,1446,12,548.0,186.262,703,36,104.0,66.995,3194.111,7.202,138858.5,0,8828751,3278,9442378,0,0,0,0,0,0,0,0,0,0,0,1040,320,5.507,1.694,39,1081,485.314,269.21,238091.238,0,0,0,0,1,0,0,0,0.31,767.64,639.759,632.158,1040,52,28496,16,1664,8192,-1,51,32,0,0,0,0,0,0,0,0,BENIGN
80,58635937,14,22,13958,3630,624,16,997.0,181.844,347,2,165.0,119.277,299.953,0.614,1628776.028,0,40030032,3369,58635937,0,0,0,0,0,0,0,0,0,0,0,280,440,0.239,0.375,55,321,261.126,465.768,92934.399,0,0,0,1,1,0,0,0,1.57,625.558,134.935,44.095,280,14,13958,22,3630,29200,65535,13,20,0,0,0,0,0,0,0,0,BENIGN
21,108476253,128,286,173184,408694,1119,4,1353.0,290.519,125,5,1429.0,232.353,5364.105,121.775,262019.935,0,92696904,2784,108476253,0,0,0,0,0,0,0,0,0,0,0,2560,5720,1.18,2.637,14,321,783.133,402.468,109633.259,0,1,0,0,0,0,0,0,2.23,827.446,108.859,518.913,2560,128,173184,286,408694,-1,65535,127,20,0,0,0,0,0,0,0,0,DDoS
123,17278070,23,47,15778,54050,146,39,686.0,214.378,1087,38,1150.0,103.867,4041.424,4.051,246829.571,0,10400077,3452,17278070,0,0,0,0,0,0,0,0,0,0,0,460,940,1.331,2.72,54,706,875.902,445.415,189834.613,0,0,0,0,0,0,0,0,2.04,630.733,836.233,546.552,460,23,15778,47,54050,-1,235,22,32,0,0,0,0,0,0,0,0,BENIGN
8080,104231032,23,43,3864,11051,590,36,168.0,243.185,852,20,257.0,182.346,143.096,0.633,1579258.061,0,72196824,4819,104231032,0,0,0,0,0,0,0,0,0,0,0,460,860,0.221,0.413,43,970,282.646,137.419,46108.398,0,0,0,0,0,0,0,0,1.87,830.798,148.266,349.828,460,23,3864,43,11051,29200,235,22,32,0,0,0,0,0,0,0,0,BENIGN
123,113272798,16,13,17088,923,559,30,1068.0,225.745,356,7,71.0,203.429,159.006,0.256,3905958.552,0,12196723,1124,113272798,0,0,0,0,0,0,0,0,0,0,0,320,260,0.141,0.115,7,271,789.389,444.86,148890.585,0,0,0,0,1,0,0,0,0.81,599.798,297.866,745.239,320,16,17088,13,923,-1,65535,15,20,0,0,0,0,0,0,0,0,BENIGN
23,48922768,114,64,15390,79232,1404,18,135.0,268.966,514,25,1238.0,190.63,1934.11,20.332,274847.011,0,14224878,3166,48922768,0,0,0,0,0,0,0,0,0,0,0,2280,1280,2.33,1.308,55,1351,601.31,409.125,43080.788,0,1,0,1,0,0,0,0,0.56,678.393,514.412,267.857,2280,114,15390,64,79232,8192,229,113,32,0,0,0,0,0,0,0,0,DoS Hulk
123,89104115,56,46,19432,21528,1080,37,347.0,283.637,165,29,468.0,361.981,459.687,1.145,873569.755,0,61372281,56,89104115,0,0,0,0,0,0,0,0,0,0,0,1120,920,0.628,0.516,33,77,714.348,340.016,29893.53,0,0,0,1,1,0,0,0,0.82,309.685,344.571,462.391,1120,56,19432,46,21528,29200,65535,55,20,0,0,0,0,0,0,0,0,BENIGN
443,49819584,35,44,37275,30272,1328,18,1065.0,383.511,808,33,688.0,350.966,1355.832,1.586,630627.646,0,21473933,1182,49819584,0,0,0,0,0,0,0,0,0,0,0,700,880,0.703,0.883,30,1289,397.353,175.131,115950.148,0,0,0,1,1,0,0,0,1.26,828.241,699.077,191.182,700,35,37275,44,30272,29200,229,34,20,0,0,0,0,0,0,0,0,BENIGN
445,42493333,175,90,245350,91350,501,15,1402.0,127.293,54,20,1015.0,110.598,7923.596,129.306,160352.2,0,14056030,2407,42493333,0,0,0,0,0,0,0,0,0,0,0,3500,1800,4.118,2.118,57,600,254.871,202.554,415.314,0,0,0,0,0,0,0,0,0.51,84.356,283.622,404.098,3500,175,245350,90,91350,8192,-1,174,20,0,0,0,0,0,0,0,0,SSH-Patator
80,100559830,11,11,6061,5874,120,35,551.0,289.576,474,12,534.0,340.804,118.686,0.219,4570901.364,0,5110662,717,100559830,0,0,0,0,0,0,0,0,0,0,0,220,220,0.109,0.109,18,373,874.943,79.72,35128.843,0,0,0,1,1,0,0,0,1.0,124.815,718.403,507.906,220,11,6061,11,5874,29200,-1,10,20,0,0,0,0,0,0,0,0,BENIGN
23,97068061,65,259,29055,210049,274,9,447.0,50.286,119,37,811.0,186.585,2463.261,42.1,299592.781,0,34515464,1299,97068061,0,0,0,0,0,0,0,0,0,0,0,1300,5180,0.67,2.668,48,1162,658.079,341.916,49321.076,0,1,0,1,1,0,0,0,3.98,47.981,761.054,811.718,1300,65,29055,259,210049,29200,229,64,32,0,0,0,0,0,0,0,0,SSH-Patator
123,61435742,50,31,5350,13175,1056,26,107.0,83.054,847,1,425.0,88.47,301.535,1.318,758465.951,0,20931387,1765,61435742,0,0,0,0,0,0,0,0,0,0,0,1000,620,0.814,0.505,56,1450,432.531,422.797,31373.505,0,0,0,0,0,0,0,0,0.62,711.753,373.027,184.436,1000,50,5350,31,13175,65535,-1,49,32,0,0,0,0,0,0,0,0,BENIGN
993,4076186,37,11,32116,7282,338,35,868.0,227.887,1262,8,662.0,324.502,9665.408,11.776,84920.542,0,607396,4757,4076186,0,0,0,0,0,0,0,0,0,0,0,740,220,9.077,2.699,36,1283,154.051,466.076,66338.479,0,0,0,1,1,0,0,0,0.3,899.568,301.669,384.614,740,37,32116,11,7282,-1,235,36,20,0,0,0,0,0,0,0,0,BENIGN
22,83897537,163,273,31133,168441,197,32,191.0,236.758,279,40,617.0,357.034,2378.783,93.124,192425.544,0,73145523,2805,83897537,0,0,0,0,0,0,0,0,0,0,0,3260,5460,1.943,3.254,33,487,732.426,88.542,218327.38,0,1,0,0,1,0,0,0,1.67,859.72,407.095,605.463,3260,163,31133,273,168441,-1,-1,162,32,0,0,0,0,0,0,0,0,DoS Hulk
3389,17739788,96,58,62688,70528,530,1,653.0,208.003,432,12,1216.0,161.912,7509.447,190.871,115193.429,0,3094815,4744,17739788,0,0,0,0,0,0,0,0,0,0,0,1920,1160,5.412,3.269,30,822,725.516,397.065,150689.647,0,1,0,1,0,0,0,0,0.6,136.364,504.039,347.839,1920,96,62688,58,70528,29200,-1,95,32,0,0,0,0,0,0,0,0,DDoS
123,40189792,34,35,27710,5390,846,5,815.0,330.417,308,6,154.0,159.659,823.592,1.717,582460.754,0,33953579,4714,40189792,0,0,0,0,0,0,0,0,0,0,0,680,700,0.846,0.871,48,633,738.601,368.205,95310.997,0,0,0,0,0,0,0,0,1.03,570.665,53.725,205.584,680,34,27710,35,5390,8192,235,33,32,0,0,0,0,0,0,0,0,BENIGN
123,15945619,2,5,486,3785,177,38,243.0,179.149,98,2,757.0,75.485,267.848,0.439,2277945.571,0,10917189,2679,15945619,0,0,0,0,0,0,0,0,0,0,0,40,100,0.125,0.314,49,714,168.383,41.659,130777.173,0,0,0,0,1,0,0,0,2.5,885.785,339.998,226.033,40,2,486,5,3785,8192,235,1,32,0,0,0,0,0,0,0,0,BENIGN
123,62755102,40,7,20760,1344,612,11,519.0,370.598,1018,23,192.0,219.882,352.226,0.749,1335214.936,0,32469933,4612,62755102,0,0,0,0,0,0,0,0,0,0,0,800,140,0.637,0.112,45,978,463.644,2.492,223582.039,0,0,0,0,0,0,0,0,0.17,385.032,858.222,265.202,800,40,20760,7,1344,8192,235,39,32,0,0,0,0,0,0,0,0,BENIGN
8080,19642684,34,36,26316,15984,725,26,774.0,249.415,114,35,444.0,84.846,2153.474,3.564,280609.771,0,15405358,511,19642684,0,0,0,0,0,0,0,0,0,0,0,680,720,1.731,1.833,5,429,837.209,465.033,178662.109,0,0,0,1,1,0,0,0,1.06,91.601,562.06,236.351,680,34,26316,36,15984,8192,229,33,32,0,0,0,0,0,0,0,0,BENIGN
8080,1826675,35,45,43120,11430,902,21,1232.0,4.447,760,26,254.0,209.333,29863.002,43.795,22833.438,0,703497,1577,1826675,0,0,0,0,0,0,0,0,0,0,0,700,900,19.16,24.635,56,756,634.952,90.606,57365.43,0,0,0,1,1,0,0,0,1.29,351.056,879.771,809.345,700,35,43120,45,11430,65535,229,34,20,0,0,0,0,0,0,0,0,BENIGN
123,15594506,30,40,37920,34840,1055,4,1264.0,42.001,771,33,871.0,243.47,4665.746,4.489,222778.657,0,10318674,348,15594506,0,0,0,0,0,0,0,0,0,0,0,600,800,1.924,2.565,27,454,274.879,183.585,44134.913,0,0,0,1,1,0,0,0,1.33,329.138,839.023,56.216,600,30,37920,40,34840,8192,-1,29,32,0,0,0,0,0,0,0,0,BENIGN
443,43811131,7,12,9940,14532,143,30,1420.0,168.522,411,7,1211.0,177.423,558.58,0.434,2305849.0,0,28148405,4710,43811131,0,0,0,0,0,0,0,0,0,0,0,140,240,0.16,0.274,37,327,120.841,67.02,180536.458,0,0,0,0,1,0,0,0,1.71,866.728,881.114,217.741,140,7,9940,12,14532,29200,229,6,32,0,0,0,0,0,0,0,0,BENIGN
80,79857238,34,49,15130,55076,684,0,445.0,19.951,1035,6,1124.0,55.825,879.144,1.039,962135.398,0,23808547,3534,79857238,0,0,0,0,0,0,0,0,0,0,0,680,980,0.426,0.614,1,183,615.847,479.601,144908.707,0,0,0,1,1,0,0,0,1.44,337.191,276.024,333.62,680,34,15130,49,55076,-1,229,33,20,0,0,0,0,0,0,0,0,BENIGN
8080,29850960,10,5,11990,3165,1001,7,1199.0,3.718,270,16,633.0,180.231,507.689,0.502,1990064.0,0,11426247,2931,29850960,0,0,0,0,0,0,0,0,0,0,0,200,100,0.335,0.167,39,1438,683.436,408.468,109173.248,0,0,0,1,1,0,0,0,0.5,237.686,329.008,93.136,200,10,11990,5,3165,65535,235,9,20,0,0,0,0,0,0,0,0,BENIGN
22,23364769,351,141,124956,100815,697,8,356.0,195.84,306,27,715.0,391.393,9662.882,410.507,47489.368,0,21848869,3094,23364769,0,0,0,0,0,0,0,0,0,0,0,7020,2820,15.023,6.035,42,1142,169.966,259.981,25417.263,0,0,0,1,0,0,0,0,0.4,802.428,425.366,161.126,7020,351,124956,141,100815,-1,229,350,32,0,0,0,0,0,0,0,0,FTP-Patator
3389,70534011,243,1,251991,114,182,25,1037.0,262.309,1080,21,114.0,215.367,3574.233,70.836,289073.816,0,19257636,3544,70534011,0,0,0,0,0,0,0,0,0,0,0,4860,20,3.445,0.014,7,375,747.184,159.787,230200.243,0,0,0,0,1,0,0,0,0.0,490.439,713.01,89.853,4860,243,251991,1,114,-1,235,242,32,0,0,0,0,0,0,0,0,DoS GoldenEye
123,92439391,58,0,46168,0,1347,30,796.0,152.649,592,18,0.0,157.758,499.441,0.627,1593782.603,0,82819629,3859,92439391,0,0,0,0,0,0,0,0,0,0,0,1160,0,0.627,0.0,9,762,881.494,251.511,182625.884,0,0,0,0,1,0,0,0,0.0,269.683,587.536,743.296,1160,58,46168,0,0,29200,229,57,32,0,0,0,0,0,0,0,0,BENIGN
443,9288817,16,44,11680,60280,396,14,730.0,194.025,594,36,1370.0,128.97,7746.95,6.459,154813.617,0,5355678,4242,9288817,0,0,0,0,0,0,0,0,0,0,0,320,880,1.723,4.737,9,626,575.564,41.811,164167.597,0,0,0,1,1,0,0,0,2.75,845.889,342.374,771.026,320,16,11680,44,60280,8192,65535,15,20,0,0,0,0,0,0,0,0,BENIGN
53,22082838,29,37,28159,39183,266,14,971.0,185.064,477,40,1059.0,132.495,3049.517,2.989,334588.455,0,9848409,2215,22082838,0,0,0,0,0,0,0,0,0,0,0,580,740,1.313,1.676,25,1330,283.271,146.73,144522.552,0,0,0,0,1,0,0,0,1.28,885.112,151.029,233.433,580,29,28159,37,39183,8192,65535,28,32,0,0,0,0,0,0,0,0,BENIGN
80,70879030,57,4,81396,372,269,27,1428.0,123.975,314,9,93.0,172.726,1153.628,0.861,1161951.311,0,48792719,3793,70879030,0,0,0,0,0,0,0,0,0,0,0,1140,80,0.804,0.056,46,1457,880.682,210.265,160798.708,0,0,0,1,0,0,0,0,0.07,565.023,799.867,801.148,1140,57,81396,4,372,8192,229,56,20,0,0,0,0,0,0,0,0,BENIGN
53,93594548,3,48,531,62688,86,6,177.0,294.713,699,20,1306.0,1.145,675.456,0.545,1835187.216,0,12582259,2420,93594548,0,0,0,0,0,0,0,0,0,0,0,60,960,0.032,0.513,23,1262,322.918,405.951,242169.575,0,0,0,0,1,0,0,0,16.0,211.138,655.867,549.093,60,3,531,48,62688,65535,235,2,20,0,0,0,0,0,0,0,0,BENIGN
